FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106074017,SAN RAMON REGIONAL MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Contra Costa,05 - East Bay,0411,Investor - Corp.,Comparable,,925-275-9200,6001 NORRIS CANYON ROAD,SAN RAMON,94583,ANN LUCENA,123,123,58,388,281,31,62,0,0,12,445,1,18,1238,0,1716,1275,197,274,0,0,71,1400,3,35,4971,0,4770,884,107,614,0,0,593,7433,8,1630,16039,65394249,37685780,6380382,8468532,0,0,3670864,53982868,88843,1781251,177452769,39601103,9793813,1260932,7360571,0,0,6400708,62866276,113983,7298088,134695474,1503413,94748745,39364691,6977475,14873723,0,0,0,8600343,84874808,0,202826,0,0,0,8175286,259321310,0,0,0,0,0,10246607,8114902,663839,955380,0,0,1345584,31130037,0,370584,52826933,365167,49137678,0,59617,0,0,0,0,43813,68467762,0,0,0,0,0,0,0,0,0,0,2539441,146513,0
106424002,SANTA BARBARA - PHF,20191,01/01/2019,03/31/2019,Open,Santa Barbara,10 - Santa Barbara/Ventura,0807,City/County,Psychiatric Health Facilities,,805-681-5244,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,"ALICE A. GLEGHORN, PHD",16,16,16,15,0,70,0,9,0,6,0,0,0,100,0,258,0,897,0,161,0,73,0,0,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,647172,0,2250053,0,403856,0,183115,0,0,0,3484196,0,0,0,0,0,0,0,0,0,0,0,0,443990,0,640901,0,0,403856,0,0,0,0,0,0,0,0,0,1488747,0,0,0,0,0,203182,0,1609152,0,0,0,183115,0,0,0,1995449,0,2151450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106420514,SANTA BARBARA COTTAGE HOSPITAL,20191,01/01/2019,03/31/2019,Open,Santa Barbara,10 - Santa Barbara/Ventura,0807,Non Profit Corp.,Comparable,Teaching,805-687-1111,400 W. PUEBLO STREET,SANTA BARBARA,93105,RONALD C. WERFT,519,363,260,1839,348,265,638,0,0,109,1309,0,56,4564,0,10094,1896,1458,3148,0,0,515,6029,0,201,23341,0,8139,987,1488,6785,0,0,770,10945,0,1407,30521,165902127,33919992,27108286,50069118,0,0,6877965,94852468,0,3393660,382123616,59305817,8647253,3915351,14788868,0,0,1567108,42923713,0,3586941,134735051,-1826307,181337253,-1691288,26032410,46894383,0,0,0,20507463,54797696,0,7779168,0,0,0,2269641,336100419,0,0,0,0,0,44601215,44258532,4991227,17963603,0,0,-12062390,83709008,0,-2702947,180758248,5448500,178704814,9386830,37794963,0,0,0,0,10372792,732474915,0,0,0,0,0,0,0,0,0,0,8112663,11560602,0
106430883,SANTA CLARA VALLEY MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Santa Clara,07 - Santa Clara,0431,City/County,Comparable,Teaching,408-885-5000,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,PAUL LORENZ,731,711,416,771,356,1217,2184,107,6,54,385,137,0,5217,0,7800,3188,7912,10671,478,11,576,5021,728,0,36385,0,25530,9502,42635,98254,5368,771,3088,25548,5874,0,216570,116795054,58194035,132708150,185809329,9167824,401861,23434488,87719308,10218800,0,624448849,105753004,31792411,92965346,234190113,18991141,949636,23868463,65643194,29240438,0,603393746,2365493,181409332,72048729,181541995,204289873,-29031831,28034792,1309725,17717899,98516662,0,24698916,0,0,0,0,782901585,0,55320497,157820,0,55478317,39781547,17907751,72587432,271029383,32360,199592,26630933,52759096,19491233,0,500419327,14445270,450025598,0,-4265063,0,0,0,0,5269625,79625949,0,0,0,0,0,0,0,0,0,0,0,0,0
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0927,Non Profit Corp.,Comparable,Teaching,424-259-6000,1250 16TH STREET,SANTA MONICA,90404,"DAVID FEINBERG, MD",265,265,265,1386,445,313,245,0,0,18,1528,2,49,3986,0,8027,2506,1898,1314,0,0,61,6545,7,141,20499,0,10906,4939,740,3554,49,0,220,26328,148,2299,49183,123216242,20855274,36093949,20514970,0,0,828683,112229142,119321,2400140,316257721,35439776,5312813,3206857,9075672,87587,0,759871,77641703,254361,3953889,135732529,3555725,123391274,15481324,20426691,24144582,0,59918,0,981835,84941085,0,373682,0,0,0,3000538,276356654,539432,841295,0,2959690,4340417,35264744,11226195,18874115,6287355,27669,0,606719,107889450,0,-202234,179974013,5191386,167407508,0,6632985,0,0,0,0,3895918,658494171,0,0,0,0,0,0,0,0,0,0,0,0,0
106491064,SANTA ROSA MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Sonoma,03 - North Bay,0401,Church,Comparable,,707-525-5300,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,TODD SALNAS,298,298,221,1428,163,209,550,0,0,169,390,3,152,3064,0,8455,967,1241,3260,0,0,1005,2315,14,900,18157,0,25834,2852,1236,11459,0,0,3212,12857,140,6061,63651,204990744,23466885,30093494,79040602,0,0,24346425,56144646,300393,21831295,440214484,133134338,14695464,6370921,59051408,0,0,16555282,66258582,722360,31234936,328023291,6665850,297075138,33854119,27565007,120168642,0,0,0,29393689,88518283,0,1022753,0,0,0,41123410,645386891,0,0,0,8897050,8897050,41049944,4308230,8899408,17923368,0,0,11508018,39781995,0,8276971,131747934,3553918,115411189,6825424,8030903,0,0,0,0,11899368,245666150,0,0,0,0,0,0,0,0,0,0,0,0,0
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,20191,01/01/2019,03/31/2019,Open,Santa Barbara,10 - Santa Barbara/Ventura,0805,Non Profit Corp.,Comparable,Rural,805-967-3411,2050 VIBORG ROAD,SOLVANG,93463,RONALD C. WERFT,11,11,11,43,8,0,3,0,0,0,2,0,1,57,0,127,12,0,20,0,0,0,2,0,2,163,0,2523,169,152,938,0,0,104,1757,0,234,5877,1208800,306415,0,108263,0,0,0,165080,0,13498,1802056,6399389,584703,279394,1773434,0,0,203972,3493746,0,356754,13091392,147207,5432654,123542,240133,1702014,0,0,0,486962,936522,0,275768,0,0,0,59013,9403815,0,0,0,0,0,2116652,767576,39262,179683,0,0,-282990,2663420,0,6030,5489633,99626,4922229,120893,1787457,0,0,0,0,712541,13851950,0,0,0,0,0,0,0,0,0,0,0,0,0
106371256,SCRIPPS GREEN HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-455-9100,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,TIM COLLINS,173,150,86,721,606,9,17,0,0,1,694,1,15,2064,0,2596,2150,66,63,0,0,1,2628,3,46,7553,0,7331,4972,48,54,0,0,80,16170,15,261,28931,94228704,61544271,2068811,1070703,0,0,180552,91251474,70462,1214644,251629621,45778182,29906724,509654,257225,0,0,484770,79496728,68706,1184363,157686352,414398,117694639,78280691,2349495,1303654,0,0,0,-226004,123964597,0,139168,0,0,0,1354337,325274975,0,0,0,0,0,22277362,13107630,248174,24274,0,0,842273,46414358,0,1126927,84040998,1829467,69023285,912387,0,0,0,0,0,627730,101456939,0,0,0,0,0,0,0,0,0,0,0,0,0
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,760-633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,193,192,147,1075,665,169,224,0,0,10,916,2,20,3081,0,4838,2842,597,788,0,0,60,3178,2,24,12329,0,5479,3388,799,2229,0,0,360,11440,42,471,24208,105477206,59539843,10983444,15056619,0,0,1204713,56257764,89983,1013025,249622597,32369000,24601113,3815740,10611663,0,0,687486,58113230,140538,1582183,131920953,2926258,120320222,72842998,11525621,21552998,0,0,0,1645146,68352793,0,230521,0,0,0,16695,299413252,0,0,0,89282,89282,17211120,11200065,3130002,4088796,0,0,233267,45009849,0,1346481,82219580,1148596,72414994,4990067,0,0,0,0,0,4690577,180137254,0,0,0,0,0,0,0,0,0,0,0,0,0
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-457-6332,9888 GENESEE AVENUE,LA JOLLA,92037,CARL ETTER,432,365,268,1520,826,134,243,0,0,17,2029,11,44,4824,0,7340,4256,981,1453,0,0,45,8658,45,171,22949,0,6251,2556,553,1715,0,0,92,13988,182,694,26031,228734751,122276457,23321352,41088879,0,0,3352276,273476789,1474734,5618615,699343853,91996238,38432911,3176481,10345225,0,0,424265,156048398,1146540,4368223,305938281,549147,285003138,133824969,23293706,45820783,0,0,0,2641038,303152101,0,2621274,0,0,0,8522939,805429095,0,0,0,-24283,-24283,35665873,26812083,3203187,5570757,0,0,766731,125892496,0,1917629,199828756,6218489,163414371,2905091,0,0,0,0,0,3691976,514951124,0,0,0,0,0,0,0,0,0,0,0,0,0
106370744,SCRIPPS MERCY HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1418,Non Profit Corp.,Comparable,Teaching,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103,TOM GAMMIERE,655,528,410,1772,1905,967,1536,0,0,16,1445,207,68,7916,0,9135,9588,5204,7059,0,0,76,4971,584,192,36809,0,6667,6433,4757,11595,0,0,659,10823,1432,472,42838,189686353,191762728,70332370,114807816,0,0,2085668,136527531,12330110,4061081,721593657,50947539,54271208,18652235,51860220,0,0,1570408,69554930,5283064,1740045,253879649,3121547,215813647,200557454,69677705,138498408,-3811538,0,0,1690392,135495843,0,17613174,0,0,0,5522780,784179412,0,0,0,-23688,-23688,24169211,45116392,18612534,31575442,0,0,1809321,69445625,0,541681,191270206,7371584,195668216,6545430,15787,0,0,0,0,9820385,207765312,0,0,0,0,0,0,0,0,0,0,0,0,0
106124004,SEMPERVIRENS - PHF,20191,01/01/2019,03/31/2019,Open,Humboldt,01 - Northern California,0105,City/County,Psychiatric Health Facilities,,707-445-7710,720 WOOD STREET,EUREKA,95501,EMI BOTZLER-RODGERS,16,16,16,45,0,0,0,0,0,125,0,0,0,170,0,362,0,0,0,0,0,717,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,618477,0,0,0,0,0,1224995,0,0,0,1843472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,0,0,-61,0,0,0,0,0,618477,0,0,0,0,0,1225056,0,0,0,1843533,0,2084865,257018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106321016,SENECA HEALTHCARE DISTRICT,20191,01/01/2019,03/31/2019,Open,Plumas,01 - Northern California,0215,District,Comparable,Rural,530-258-2151,130 BRENTWOOD DRIVE,CHESTER,96020,LINDA WAGNER,26,26,26,24,0,2,1,0,0,4,0,0,1,32,3,221,0,1302,1,0,0,8,0,0,30,1562,1332,3484,0,106,897,0,0,2111,0,0,280,6878,1290119,0,674414,6032,0,0,35788,0,0,15000,2021353,2221372,0,147313,747243,0,0,1396310,0,0,129509,4641747,233218,1651914,0,135480,692764,0,0,0,519539,0,0,0,0,0,0,56927,3289842,0,0,0,0,0,1859577,0,686247,60511,0,0,912559,0,0,-145636,3373258,785346,4343893,686206,286348,0,0,0,0,94529,2097461,0,0,0,0,0,0,0,0,0,0,0,0,0
106410891,SEQUOIA HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Mateo,04 - West Bay,0428,Non Profit Corp.,Comparable,,650-369-5811,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,BILL GRAHAM,208,139,62,644,120,21,32,0,0,9,573,4,41,1444,0,2720,534,118,156,0,0,27,1762,16,156,5489,0,6421,814,1541,621,0,0,52,7322,73,426,17270,108140764,18763878,2562147,6328565,0,0,576927,55379557,426212,4113853,196291903,57428472,7729412,1102411,5706979,0,0,933026,54852924,604406,3170048,131527678,5334569,143059442,23043494,2340826,11154219,0,0,0,830380,65313167,0,1139516,0,0,0,6709872,258925485,0,0,0,0,0,21128157,3227923,957921,759756,0,0,396010,41911049,0,513280,68894096,1018813,74886865,0,6263741,0,0,0,0,3868627,301506611,0,0,0,0,0,0,0,0,0,0,0,0,0
106410817,SETON MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,San Mateo,04 - West Bay,0425,Non Profit Corp.,Comparable,,650-992-4000,1900 SULLIVAN AVENUE,DALY CITY,94015,MARK FRATZKE,478,478,260,485,137,92,168,0,0,24,407,0,18,1331,113,5210,962,6558,7884,0,0,101,2372,0,74,23161,16173,7726,1839,637,6447,0,0,388,11719,0,1019,29775,86821117,18977661,33536062,45156766,0,0,6568867,59268125,0,1995486,252324084,31628646,10799141,2732460,21058843,0,0,1548280,46931705,0,3402319,118101394,3253344,106962956,27009725,29846262,60495753,0,0,0,7077965,78021486,0,1626351,0,0,0,3777214,318071056,0,0,0,0,0,11268702,2373448,6365509,4555182,0,0,932652,26774930,0,83999,52354422,487145,63533516,0,-3265391,0,0,0,0,256205,42892534,0,0,0,0,0,0,0,0,0,0,0,0,0
106370875,SHARP CHULA VISTA MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1420,Non Profit Corp.,Comparable,,619-482-5800,751 MEDICAL CENTER COURT,CHULA VISTA,91911,PABLO VELEZ,343,343,296,1101,729,378,1143,3,0,67,529,84,47,4081,203,6926,4377,4269,7945,7,0,367,2188,313,177,26569,7810,6565,7243,2076,8784,3,0,1728,11340,1841,366,39946,117572190,67453756,41001067,100528860,153973,0,5395890,38673939,5020834,2821498,378622007,41960799,38535403,11633819,52520182,25720,0,6304968,47022291,4132052,823347,202958581,708572,138645088,100195512,41635742,126754887,-1591074,155622,0,10021758,61860015,0,9152887,0,0,0,2461090,490000099,4512827,0,0,5423994,9936821,20887901,10306474,12590218,26294155,24071,0,1679100,29260209,0,475182,101517310,1121657,106384125,0,27045766,0,0,0,0,23102838,293076481,0,0,0,0,0,0,0,0,0,0,0,0,0
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1420,Non Profit Corp.,Comparable,,619-435-6251,250 PROSPECT PLACE,CORONADO,92118,SUSAN STONE,181,154,124,228,140,39,112,0,0,38,137,2,1,697,114,1262,658,2219,5466,0,0,578,902,9,36,11130,9108,5536,2601,447,1731,0,0,1657,7874,332,93,20271,17332306,9867631,5041450,14543468,0,0,4755483,11286660,161237,47488,63035723,9809978,6024106,2041053,7879297,0,0,2941780,17013248,814370,229633,46753465,159883,23260443,15123435,2415619,15966181,0,0,0,6323145,21714924,0,975607,0,0,0,40807,85980044,849074,0,0,2703110,3552184,3881841,1617376,4666884,6456584,0,0,1374117,9288095,0,76431,27361328,142798,27676556,0,5976786,0,0,0,0,1387804,32772925,0,0,0,0,0,0,0,0,0,0,0,0,0
106370714,SHARP GROSSMONT HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1422,Non Profit Corp.,Comparable,,619-465-0711,5555 GROSSMONT CENTER DRIVE,LA MESA,91942,SCOTT EVANS,524,523,412,2183,1207,710,1928,0,0,123,898,61,0,7110,121,12748,6064,5534,7930,0,0,563,4102,64,0,37005,1745,51798,18086,5843,23014,5,0,2015,28486,1520,444,131211,221761399,117793209,74340712,156125227,0,0,10919151,81688747,3499582,0,666128027,93417548,47926814,20403064,84128097,21004,0,7902816,109644889,6274760,1828531,371547523,308436,269383668,156679830,76023071,197941925,-2221244,11071,0,16174229,142973992,0,9774342,0,0,0,992088,868041408,7332984,0,0,13393520,20726504,45795279,16373177,20941949,42311399,9933,0,2647738,61753164,0,528007,190360646,2357996,190347437,0,32015624,0,0,0,0,5353836,418710065,0,0,0,0,0,0,0,0,0,0,0,0,0
106374049,SHARP MCDONALD CENTER,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-637-6920,7989 LINDA VISTA ROAD,SAN DIEGO,92111,TRISHA KHALEGHI,16,16,13,0,4,0,0,0,0,0,89,2,2,97,0,0,51,0,0,0,0,0,1003,12,34,1100,0,0,100,0,0,0,0,0,1843,12,0,1955,0,93302,0,0,0,0,0,1401184,17116,44509,1556111,0,114854,0,0,0,0,0,2404751,18693,0,2538298,11849,0,206104,0,0,0,0,0,0,2254200,0,35809,0,0,0,26677,2534639,19648,0,0,537,20185,0,21700,0,0,0,0,0,1552272,0,5983,1579955,0,1188429,0,389286,0,0,0,0,0,377361,0,0,0,0,0,0,0,0,0,0,0,0,0
106370694,SHARP MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-939-3400,7901 FROST STREET,SAN DIEGO,92123,TIMOTHY SMITH,862,665,474,1477,1525,571,1250,0,0,233,3108,103,71,8338,0,7916,7554,5575,5672,0,0,1317,14074,331,218,42657,0,17022,24336,2600,8237,0,0,1911,31821,1433,608,87968,187365150,179855769,89680594,113821081,0,0,27916882,277537454,6215945,4126166,886519041,87911139,96478219,16794161,49096548,0,0,9682749,239693613,7095455,3011104,509762988,375303,235532980,267907308,80229315,137248788,0,0,0,31669784,397478633,0,13311400,0,0,0,6077963,1169831474,19470296,0,0,53582994,73053290,39743310,27896975,26245440,25668841,0,0,5929847,173335428,0,684004,299503845,3097726,257658609,0,75256333,0,0,0,0,2699818,364424200,0,0,0,0,0,0,0,0,0,0,0,0,0
106370745,SHARP MESA VISTA HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-278-4110,7850 VISTA HILL AVENUE,SAN DIEGO,92123,TRISHA KHALEGHI,158,158,120,156,98,133,0,278,0,79,488,19,0,1251,0,1973,1127,1020,0,2868,0,580,3077,70,0,10715,0,8966,1057,23,0,0,0,2840,8394,69,91,21440,11983861,6683630,6096173,0,17029681,0,3403983,18053219,388067,0,63638614,13291741,1471861,84398,0,0,0,5090845,14708738,137344,174792,34959719,89267,21291165,7320880,5244922,0,0,14584205,0,7294864,21979791,0,525410,0,0,0,71508,78402012,262032,0,0,0,262032,3984437,1096643,935650,0,2445476,0,1199963,10782166,0,14018,20458353,117256,21977765,0,5394908,0,0,0,0,173207,15991704,0,0,0,0,0,0,0,0,0,0,0,0,0
106450940,SHASTA REGIONAL MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Shasta,01 - Northern California,0209,Investor - Corp.,Comparable,,530-244-5400,1100 BUTTE STREET,REDDING,96001,CASEY FATCH,178,178,105,1153,10,60,313,0,0,113,72,0,21,1742,0,5853,77,608,1419,0,0,502,318,0,29,8806,0,5040,64,536,4393,0,0,1825,706,0,1505,14069,87168435,716387,4844274,17969081,0,0,11080902,5589776,0,820722,128189577,32964609,439950,1736873,17570596,0,0,10188078,4287653,0,1296032,68483791,10853757,96473560,273648,3447036,27316073,0,0,0,12164766,3968146,0,272963,0,0,0,-145972,154623977,0,0,0,0,0,22383737,244699,1580842,7675483,0,0,6513618,3829953,0,-178941,42049391,387087,39952375,0,6417,0,0,0,0,745159,15482304,0,0,0,0,0,0,0,0,0,0,0,0,0
106190708,SHERMAN OAKS HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0905,Non Profit Corp.,Comparable,,818-981-7111,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,BOCKHI PARK,153,153,153,814,124,84,269,0,0,115,17,1,43,1467,0,5048,549,584,1433,0,0,278,97,2,83,8074,0,1773,393,437,2274,0,0,1374,172,20,957,7400,42189289,5348912,5373003,15635416,0,0,4557062,1249280,14520,711490,75078972,5219717,1414162,1078492,5484576,0,0,4367485,468570,40135,1966638,20039775,2066174,35583600,4444103,4973366,14657801,0,0,0,4822152,966171,0,3223713,0,0,0,389910,71126990,0,0,0,0,0,11825406,2318970,1478129,6462191,0,0,4102396,751679,54656,-3001670,23991757,73924,22597568,0,-17655,0,0,0,0,898846,51355012,0,0,0,0,0,0,0,0,0,0,0,0,0
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Non Profit Corp.,Shriners Hospitals,,916-453-2000,2425 STOCKTON BOULEVARD,SACRAMENTO,95817,MARGARET BRYAN,80,70,70,0,0,86,62,0,0,7,78,46,0,279,0,0,0,379,216,0,0,15,219,421,0,1250,0,0,0,1452,3055,0,0,158,1983,422,0,7070,0,0,5754643,2739446,0,0,410266,4841740,5459940,0,19206035,0,0,2817359,4614673,0,0,231172,2749578,1365901,0,11778683,0,0,0,7177425,6678682,0,0,0,367478,5701288,0,6825841,0,0,0,0,26750714,0,0,0,0,0,0,0,1394577,675437,0,0,273960,1890030,0,0,4234004,962554,15951532,0,0,0,0,0,0,681121,69206997,0,0,0,0,0,0,0,0,0,0,0,0,0
106291023,SIERRA NEVADA MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Nevada,02 - Golden Empire,0301,Non Profit Corp.,Comparable,Rural,530-274-6700,155 GLASSON WAY,GRASS VALLEY,95945,KATHERINE MEDEIROS,121,121,121,640,125,49,221,0,0,18,152,2,23,1230,0,2554,527,177,869,0,0,71,430,13,129,4770,0,13777,2598,831,4254,2,0,866,4552,63,405,27348,49562311,9124695,3219389,14169628,0,0,969000,9193144,209731,2052340,88500238,42804380,7913047,2035413,14746692,4800,0,2332399,16067436,203119,1654050,87761336,1364941,76929287,14338005,2683691,21918623,0,4746,0,1406536,10696343,0,1648504,0,0,0,2905849,133896525,0,0,0,0,0,14948919,2563205,1374346,6824254,54,0,1848481,14022116,0,783674,42365049,626198,42862392,0,8423752,0,0,0,0,2217536,43577006,0,0,0,0,0,0,0,0,0,0,0,0,0
106540798,SIERRA VIEW MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Tulare,09 - Central,0613,District,Comparable,,559-784-1110 ,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,DONNA HEFNER,167,167,167,549,112,209,545,0,0,18,161,0,11,1605,0,2958,583,3157,1829,0,0,200,580,0,72,9379,0,10751,2680,2052,11705,0,0,865,9830,0,869,38752,28193166,5678466,15331550,17906355,0,0,2103349,6326965,0,189669,75729520,26671055,6492988,4907963,27728799,0,0,5184411,18146807,0,350117,89482140,0,44644927,10022701,18000817,38001647,-548982,0,0,3463142,14331533,0,566851,0,0,0,152629,128635265,0,0,0,0,0,10219294,2148753,2787678,7633507,0,0,3824618,10142239,0,-179694,36576395,1871962,36094135,0,1706792,0,0,0,0,1273979,102207271,0,0,0,0,0,0,0,0,0,0,0,0,0
106342392,SIERRA VISTA HOSPITAL,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Investor - Corp.,Comparable,,916-288-0300,8001 BRUCEVILLE ROAD,SACRAMENTO,95823,JOHN ZAUNER,171,171,171,138,80,520,0,0,0,132,338,23,10,1241,0,2267,652,6818,0,0,0,1363,2381,226,103,13810,0,246,180,0,0,0,0,227,1634,0,0,2287,3627200,1043200,10908800,0,0,0,2180800,3810686,361964,164800,22097450,186237,138244,0,0,0,0,174817,1267932,0,0,1767230,0,803705,369975,4393590,0,0,0,0,908348,2004584,0,361964,0,0,0,32723,8874889,0,0,0,0,0,3009732,811469,6515210,0,0,0,1447269,3041311,0,164800,14989791,2824,10054765,1289404,8806,0,0,0,0,225040,28540143,0,0,0,0,0,0,0,0,0,0,0,0,0
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,San Luis Obispo,08 - Mid-Coast,0801,Investor - Corp.,Comparable,,805-546-7600,1010 MURRAY STREET,SAN LUIS OBISPO,93405,MARK LISA,162,162,79,458,126,88,306,1,0,26,513,8,8,1534,0,2119,594,475,1288,1,0,96,1937,30,34,6574,0,2644,462,279,2477,1,0,394,3923,7,372,10559,56550634,17142529,11093815,29853053,46518,0,3435991,49432655,588491,887435,169031121,24010425,6800381,2225760,15261700,2569,0,3964863,31137760,143760,2280009,85827227,2757635,72944222,21272483,9516018,42320770,0,47280,0,5745055,55288396,0,713217,0,0,0,1881507,212486583,0,0,0,0,0,7616837,2670427,3803557,2793983,1806,0,1606016,23860105,19034,0,42371765,210862,41974843,0,47615,0,0,0,0,831858,60959622,0,0,0,0,0,0,0,0,0,0,3980550,2795241,0
